product_id,archetype,unit_price,annual_qty,annual_value,criticality,substitutability,avg_lead_time,lead_time_std,nb_suppliers,demand_variability,stockout_history,abc_class
SKU-0800,consumable,33.74,35319,1191663.06,1.0,4,7.0,1.0,4,0.55,0.0,B
SKU-2558,expensive_strategic,16774.21,71,1190968.91,5.0,2,30.3,9.5,3,0.175,2.0,B
SKU-2241,consumable,27.66,43028,1190154.48,2.0,5,4.7,1.9,3,0.315,0.0,B
SKU-0232,standard,1111.69,1070,1189508.3,3.0,3,10.8,3.3,3,0.325,1.0,B
SKU-2244,consumable,24.6,48143,1184317.8,1.0,5,4.9,0.7,3,0.384,0.0,B
SKU-2257,standard,372.0,3178,1182216.0,2.0,2,14.3,6.4,1,0.139,1.0,B
SKU-3367,expensive_strategic,5113.15,231,1181137.65,5.0,2,31.5,4.9,3,0.129,0.0,B
SKU-3444,consumable,27.39,43108,1180728.12,1.0,3,8.2,1.1,3,0.355,0.0,B
SKU-1374,standard,1149.21,1027,1180238.67,2.0,3,17.8,4.5,3,0.197,1.0,B
SKU-0574,standard,1862.58,632,1177150.56,2.0,3,26.4,5.3,3,0.237,0.0,B
SKU-0427,standard,783.99,1499,1175201.01,2.0,2,8.9,2.2,2,0.179,0.0,B
SKU-2156,expensive_strategic,8509.23,138,1174273.74,4.0,2,44.8,6.9,3,0.093,2.0,B
SKU-1923,standard,1495.45,785,1173928.25,3.0,2,8.4,5.0,2,0.236,1.0,B
SKU-2975,standard,253.66,4626,1173431.16,2.0,3,20.5,2.9,3,0.157,0.0,B
SKU-3320,consumable,40.22,29170,1173217.4,1.0,3,3.3,0.6,5,0.437,0.0,B
SKU-0054,consumable,27.98,41863,1171326.74,1.0,3,5.5,1.8,4,0.353,0.0,B
SKU-3397,consumable,42.55,27519,1170933.45,1.0,3,3.3,1.4,5,0.641,0.0,B
SKU-0821,consumable,30.86,37903,1169686.58,2.0,3,7.5,1.0,5,0.782,0.0,B
SKU-0923,consumable,23.91,48899,1169175.09,1.0,5,9.8,1.8,3,0.644,0.0,B
SKU-2426,consumable,24.49,47642,1166752.58,2.0,5,4.9,1.6,4,0.785,0.0,B
SKU-2731,standard,1198.12,971,1163374.52,3.0,2,26.6,6.9,2,0.205,0.0,B
SKU-1010,standard,283.45,4103,1162995.35,2.0,2,10.1,4.8,1,0.23,1.0,B
SKU-0417,expensive_strategic,5813.65,200,1162730.0,5.0,1,16.1,9.4,2,0.175,0.0,B
SKU-1780,consumable,24.54,47328,1161429.12,1.0,3,7.2,1.1,3,0.646,0.0,B
SKU-2536,consumable,33.09,35077,1160697.93,1.0,3,5.9,2.0,5,0.758,0.0,B
SKU-1415,standard,425.45,2723,1158500.35,3.0,2,17.0,4.7,3,0.256,1.0,B
SKU-2180,standard,1417.56,817,1158146.52,2.0,2,20.2,3.4,2,0.279,0.0,B
SKU-2174,consumable,31.13,37189,1157693.57,2.0,5,2.7,1.0,3,0.497,0.0,B
SKU-0576,consumable,24.75346153846154,35743,884762.98,1.0,4,4.2,1.8,4,0.716,0.0,B
SKU-2234,consumable,45.28,25489,1154141.92,1.0,3,9.7,0.7,5,0.576,0.0,B
SKU-1177,consumable,36.8,31358,1153974.4,1.0,5,5.7,0.7,3,0.505,0.0,B
SKU-2488,consumable,23.91,48182,1152031.62,2.0,4,4.7,1.8,5,0.512,0.0,B
SKU-1882,consumable,33.71,34124,1150320.04,2.0,5,4.1,1.0,5,0.419,0.0,B
SKU-1456,consumable,23.6,48680,1148848.0,2.0,5,9.6,1.5,4,0.555,0.0,B
SKU-2140,consumable,35.85,32006,1147415.1,1.0,3,9.0,1.1,3,0.641,0.0,B
SKU-0407,standard,275.78,4159,1146969.02,3.0,3,18.9,6.6,2,0.26,1.0,B
SKU-2513,standard,1857.16,616,1144010.56,2.0,3,18.9,2.5,2,0.158,0.0,B
SKU-2876,standard,1136.82,1005,1142504.1,3.0,2,28.8,5.4,2,0.278,0.0,B
SKU-0280,consumable,49.78,22876,1138767.28,2.0,5,3.9,1.8,3,0.328,0.0,B
SKU-3299,standard,519.08,2191,1137304.28,3.0,2,19.0,3.3,3,0.284,0.0,B
SKU-3198,consumable,34.53,32937,1137314.61,1.0,5,7.2,1.7,4,0.778,0.0,B
SKU-3135,expensive_strategic,12355.3,92,1136687.6,4.0,2,31.2,3.0,3,0.141,2.0,B
SKU-2652,standard,627.04,1804,1131180.16,2.0,3,12.8,1.3,3,0.266,1.0,B
SKU-2018,consumable,36.13,31262,1129496.06,1.0,3,7.3,1.5,5,0.704,0.0,B
SKU-0802,expensive_strategic,38876.77,29,1127426.33,5.0,2,38.0,3.3,3,0.15,2.0,B
SKU-2640,standard,1285.68,876,1126255.68,2.0,3,23.0,1.2,3,0.23,0.0,B
SKU-3154,standard,357.96,3146,1126142.16,3.0,2,12.8,5.6,3,0.279,0.0,B
SKU-0420,consumable,48.12,23372,1124660.64,2.0,3,8.7,0.8,3,0.581,0.0,B
SKU-0654,standard,536.84,2092,1123069.28,2.0,3,18.9,4.9,2,0.242,1.0,B
SKU-2029,expensive_strategic,48776.58,23,1121861.34,5.0,1,29.4,4.3,2,0.143,2.0,B
SKU-3453,standard,304.42,3681,1120570.02,3.0,2,8.5,5.2,2,0.268,1.0,B
SKU-1122,consumable,29.28,38234,1119491.52,2.0,3,2.3,0.9,5,0.51,0.0,B
SKU-1064,standard,424.63,2632,1117626.16,3.0,2,22.2,4.7,2,0.174,0.0,B
SKU-1553,consumable,39.74,28106,1116932.44,2.0,4,4.0,0.9,4,0.431,0.0,B
SKU-2224,expensive_strategic,15267.53,73,1114529.69,5.0,2,44.5,3.2,2,0.066,0.0,B
SKU-1028,consumable,35.96,30992,1114472.32,2.0,5,3.9,1.9,4,0.509,0.0,B
SKU-3403,consumable,35.55,31330,1113781.5,1.0,3,9.8,1.0,5,0.322,0.0,B
SKU-3451,standard,1437.66,774,1112748.84,2.0,3,13.9,1.7,2,0.289,0.0,B
SKU-0352,consumable,29.53,37674,1112513.22,1.0,5,5.8,1.7,3,0.472,0.0,B
SKU-1235,standard,476.88,2331,1111607.28,2.0,2,25.7,1.7,3,0.282,0.0,B
SKU-2644,standard,236.67,4696,1111402.32,3.0,3,18.1,2.8,3,0.131,0.0,B
SKU-2022,standard,760.42,1458,1108692.36,3.0,2,21.0,4.7,2,0.316,0.0,B
SKU-1660,standard,455.01,2435,1107949.35,3.0,3,12.0,1.4,2,0.18,0.0,B
SKU-1295,consumable,33.44,33103,1106964.32,1.0,3,8.1,1.4,5,0.577,0.0,B
SKU-3277,consumable,46.76,23664,1106528.64,1.0,4,5.9,1.9,5,0.62,0.0,B
SKU-0192,consumable,27.38,40405,1106288.9,1.0,4,2.8,1.6,4,0.729,0.0,B
SKU-0762,expensive_strategic,17841.26,62,1106158.12,5.0,2,41.3,7.1,2,0.069,2.0,B
SKU-2312,consumable,40.96,26985,1105305.6,2.0,3,6.6,1.8,4,0.546,0.0,B
SKU-0798,standard,744.41,1484,1104704.44,2.0,3,24.8,3.0,3,0.303,1.0,B
SKU-1640,consumable,40.25,27379,1102004.75,2.0,3,2.2,0.6,3,0.695,0.0,B
SKU-0919,consumable,40.41,27199,1099111.59,1.0,4,5.6,1.7,3,0.555,0.0,B
SKU-2573,expensive_strategic,5063.98,217,1098883.66,5.0,2,38.6,3.2,2,0.159,1.0,B
SKU-1077,standard,517.78,2119,1097175.82,3.0,3,23.0,6.6,2,0.288,0.0,B
SKU-2215,standard,439.57,2495,1096727.15,3.0,3,16.9,5.9,2,0.194,1.0,B
SKU-3470,expensive_strategic,19939.9,55,1096694.5,5.0,1,21.4,5.4,3,0.155,1.0,B
SKU-3457,standard,299.72,3657,1096076.04,3.0,2,19.9,3.4,3,0.168,1.0,B
SKU-2923,consumable,32.07,34165,1095671.55,2.0,5,3.0,1.2,3,0.611,0.0,B
SKU-0871,standard,632.25,1729,1093160.25,3.0,3,14.1,4.1,2,0.156,1.0,B
SKU-1699,consumable,24.75346153846154,48429,1198785.39,2.0,4,8.6,1.6,3,0.313,0.0,B
SKU-3361,consumable,38.24,28544,1091522.56,1.0,4,5.3,1.5,3,0.486,0.0,B
SKU-3146,standard,1618.37,674,1090781.38,3.0,3,29.5,5.3,2,0.293,1.0,B
SKU-2817,standard,1632.44,666,1087205.04,2.0,3,8.2,5.7,3,0.221,1.0,B
SKU-0877,standard,1490.37,728,1084989.36,2.0,2,13.2,3.1,3,0.277,0.0,B
SKU-0764,standard,1923.29,562,1080888.98,3.0,2,16.5,3.4,3,0.241,1.0,B
SKU-1611,consumable,34.46,31353,1080424.38,1.0,4,5.8,1.0,4,0.475,0.0,B
SKU-2963,expensive_strategic,16878.13,64,1080200.32,5.0,1,22.6,3.9,2,0.189,1.0,B
SKU-0561,standard,313.96,3440,1080022.4,2.0,3,18.3,3.6,2,0.196,1.0,B
SKU-1713,consumable,34.48,31268,1078120.64,1.0,3,3.7,1.4,5,0.657,0.0,B
SKU-0436,standard,1241.02,867,1075964.34,2.0,2,21.8,6.4,2,0.257,0.0,B
SKU-1325,consumable,46.28,23233,1075223.24,1.0,3,9.7,0.6,4,0.495,0.0,B
SKU-0205,standard,1065.47,1005,1070797.35,2.0,3,24.8,3.1,2,0.257,0.0,B
SKU-0767,consumable,24.75346153846154,47045,1164526.6,2.0,5,4.1,1.8,3,0.434,0.0,B
SKU-0195,expensive_strategic,15076.61,71,1070439.31,5.0,1,41.3,9.3,2,0.161,1.0,B
SKU-2123,consumable,36.96,28945,1069807.2,1.0,5,4.8,0.7,4,0.78,0.0,B
SKU-2606,standard,630.13,1693,1066810.09,3.0,3,15.1,3.7,2,0.19,1.0,B
SKU-2775,standard,1080.38,987,1066335.06,2.0,2,10.1,6.3,3,0.125,0.0,B
SKU-2985,standard,367.89,2897,1065777.33,2.0,2,12.7,3.0,3,0.337,1.0,B
SKU-2495,standard,304.2,3502,1065308.4,3.0,3,140.0,4.4,2,0.118,1.0,B
SKU-3365,consumable,25.38,41954,1064792.52,2.0,4,5.0,1.7,3,0.596,0.0,B
SKU-0826,consumable,29.0,36690,1064010.0,1.0,3,7.4,1.4,4,0.34,0.0,B
SKU-0141,consumable,24.28,43814,1063803.92,1.0,5,5.5,1.4,5,0.691,0.0,B
SKU-1956,consumable,34.02,31267,1063703.34,1.0,5,6.7,1.1,4,0.728,0.0,B
SKU-0675,standard,1417.27,749,1061535.23,2.0,3,18.9,5.0,3,0.35,0.0,B
SKU-2873,consumable,21.78,48726,1061252.28,2.0,4,7.8,1.9,5,0.712,0.0,B
SKU-1420,consumable,45.52,23310,1061071.2,1.0,3,6.6,1.7,4,0.463,0.0,B
SKU-0224,standard,491.36,2159,1060846.24,3.0,3,29.5,2.5,2,0.197,1.0,B
SKU-2460,standard,396.77,2669,1058979.13,3.0,3,21.0,5.8,2,0.174,0.0,B
SKU-2501,consumable,21.58,48937,1056060.46,2.0,4,7.5,1.7,4,0.383,0.0,B
SKU-3433,consumable,33.11,31893,1055977.23,1.0,5,9.8,0.8,4,0.496,0.0,B
SKU-1219,standard,644.65,1636,1054647.4,3.0,3,22.6,5.9,3,0.225,1.0,B
SKU-0389,consumable,22.92,45912,1052303.04,2.0,5,4.6,1.3,4,0.478,0.0,B
SKU-1883,standard,1210.02,865,1046667.3,3.0,3,18.8,5.2,2,0.173,0.0,B
SKU-3222,expensive_strategic,29895.66,35,1046348.1,5.0,2,15.2,3.6,3,0.123,1.0,B
SKU-0396,consumable,26.88,38789,1042648.32,1.0,5,5.1,1.8,3,0.693,0.0,B
SKU-1866,consumable,49.77,20933,1041835.41,1.0,3,2.7,2.0,4,0.699,0.0,B
SKU-2823,standard,1524.81,683,1041445.23,2.0,2,14.4,3.6,3,0.336,0.0,B
SKU-1741,consumable,32.63,31858,1039526.54,1.0,5,9.4,1.4,5,0.416,0.0,B
SKU-0913,standard,734.86,1414,1039092.04,2.0,2,16.6,3.7,3,0.339,0.0,B
SKU-0908,expensive_strategic,11386.99,91,1036216.09,4.0,1,33.7,4.3,3,0.146,1.0,B
SKU-0135,consumable,32.63,31720,1035023.6,2.0,5,6.7,1.2,3,0.339,0.0,B
SKU-0989,expensive_strategic,21550.42,48,1034420.16,5.0,1,44.6,8.7,3,0.155,2.0,B
SKU-1078,standard,419.02,2468,1034141.36,2.0,3,12.9,4.2,3,0.119,0.0,B
SKU-2917,standard,288.45,3582,1033227.9,3.0,2,24.0,5.7,3,0.172,1.0,B
SKU-0039,standard,1247.21,827,1031442.67,3.0,2,23.9,4.2,3,0.271,1.0,B
SKU-2601,standard,540.77,1906,1030707.62,3.0,5,24.7,4.3,3,0.218,1.0,B
SKU-3016,expensive_strategic,46784.38,22,1029256.36,4.0,2,36.3,9.3,3,0.16,2.0,B
SKU-2432,consumable,35.31,29143,1029039.33,1.0,5,7.4,2.0,5,0.599,0.0,B
SKU-0138,standard,422.76,2426,1025615.76,3.0,2,24.6,3.5,3,0.106,0.0,B
SKU-2471,expensive_strategic,8811.24,116,1022103.84,5.0,2,36.1,3.6,2,0.143,2.0,B
SKU-0507,consumable,42.04,24286,1020983.44,2.0,3,6.8,0.6,4,0.516,0.0,B
SKU-1305,standard,1719.25,593,1019515.25,3.0,3,24.8,2.3,2,0.262,1.0,B
SKU-2230,expensive_strategic,33923.01,30,1017690.3,4.0,1,30.4,8.4,2,0.153,2.0,B
SKU-1214,consumable,41.81,24331,1017279.11,1.0,4,2.6,1.2,4,0.606,0.0,B
SKU-0382,standard,344.91,2937,1013000.67,2.0,3,18.9,5.7,3,0.124,0.0,B
SKU-0163,standard,498.41,2031,1012270.71,3.0,2,8.9,3.3,3,0.295,0.0,B
SKU-3310,standard,1221.73,828,1011592.44,2.0,3,13.4,2.3,2,0.202,1.0,B
SKU-1139,standard,1039.4172661348805,1264,1313823.42,2.0,3,18.3,5.6,3,0.142,0.0,B
SKU-2694,standard,1159.25,872,1010866.0,3.0,3,20.0,1.9,2,0.202,0.0,B
SKU-0229,consumable,27.23,37110,1010505.3,1.0,3,4.3,1.3,3,0.718,0.0,B
SKU-2221,standard,507.65,1990,1010223.5,3.0,3,8.2,4.4,2,0.142,0.0,B
SKU-2187,consumable,23.23,43378,1007670.94,1.0,3,2.3,0.9,5,0.309,0.0,B
SKU-2229,expensive_strategic,12917.45,78,1007561.1,5.0,1,38.6,7.6,3,0.192,1.0,B
SKU-3239,standard,1206.67,833,1005156.11,2.0,3,12.2,2.6,3,0.132,0.0,B
SKU-0201,standard,1909.78,526,1004544.28,3.0,2,23.1,2.2,2,0.226,1.0,B
SKU-3185,standard,657.74,1520,999764.8,3.0,3,21.4,4.8,2,0.237,0.0,B
SKU-2680,standard,1527.86,653,997692.58,3.0,3,9.9,3.2,3,0.257,0.0,B
SKU-0231,consumable,26.85,37077,995517.45,2.0,3,8.6,0.7,5,0.451,0.0,B
SKU-0808,consumable,26.09,38117,994472.53,1.0,3,2.5,1.3,3,0.314,0.0,B
SKU-0680,consumable,42.11,23588,993290.68,2.0,3,3.1,1.5,3,0.437,0.0,B
SKU-2822,expensive_strategic,28359.47,35,992581.45,5.0,1,16.9,5.7,2,0.193,1.0,B
SKU-0310,expensive_strategic,7218.9,137,988989.3,4.0,2,42.0,3.9,2,0.191,1.0,B
SKU-2008,consumable,32.92,29987,987172.04,1.0,3,8.7,1.0,5,0.662,0.0,B
SKU-1762,consumable,49.91,19755,985972.05,2.0,5,4.4,1.9,5,0.342,0.0,B
SKU-0793,standard,1494.74,659,985033.66,3.0,2,10.4,1.6,2,0.333,0.0,B
SKU-1513,consumable,27.93,35247,984448.71,1.0,3,4.1,0.9,5,0.773,0.0,B
SKU-3130,consumable,26.58,37018,983938.44,2.0,5,5.1,1.3,4,0.474,0.0,B
SKU-2860,expensive_strategic,22294.29,44,980948.76,4.0,2,26.6,7.9,2,0.191,2.0,B
SKU-0981,expensive_strategic,42576.06,23,979249.38,5.0,1,43.4,5.8,3,0.153,1.0,B
SKU-3289,consumable,20.31,48078,976464.18,2.0,3,8.0,1.5,4,0.385,0.0,B
SKU-2120,consumable,32.52,30011,975957.72,1.0,5,7.6,1.9,5,0.481,0.0,B
SKU-2074,consumable,35.44,27528,975592.32,1.0,5,3.3,0.7,5,0.579,0.0,B
SKU-0817,standard,1294.57,752,973516.64,3.0,3,16.8,2.2,3,0.318,1.0,B
SKU-1124,consumable,33.42,29106,972722.52,1.0,4,9.3,1.9,5,0.329,0.0,B
SKU-2099,consumable,22.42,43343,971750.06,2.0,4,6.8,2.0,4,0.333,0.0,B
SKU-1716,consumable,36.87,26323,970529.01,2.0,4,7.9,1.0,5,0.51,0.0,B
SKU-3276,consumable,29.37,32990,968916.3,2.0,5,7.1,0.6,4,0.447,0.0,B
SKU-1180,standard,211.27,4578,967194.06,3.0,2,24.9,4.6,2,0.133,0.0,B
SKU-3405,standard,1272.4,760,967024.0,3.0,3,29.5,1.6,2,0.332,1.0,B
SKU-0807,consumable,29.1,33161,964985.1,2.0,4,2.1,0.6,4,0.393,0.0,B
SKU-2005,expensive_strategic,8310.25,116,963989.0,5.0,2,23.7,7.2,2,0.142,2.0,B
SKU-1908,standard,490.84,1960,962046.4,3.0,2,17.4,2.2,3,0.211,0.0,B
SKU-1445,consumable,28.46,33795,961805.7,2.0,3,4.1,1.3,3,0.391,0.0,B
SKU-0550,consumable,23.58,40749,960861.42,2.0,5,8.1,0.5,5,0.733,0.0,B
SKU-3029,standard,880.83,1090,960104.7,3.0,5,13.1,4.4,2,0.215,0.0,B
SKU-0915,standard,1214.96,790,959818.4,3.0,3,20.4,2.5,3,0.195,1.0,B
SKU-0006,expensive_strategic,16540.84,58,959368.72,5.0,1,24.1,9.8,3,0.171,2.0,B
SKU-0667,expensive_strategic,14951.64,64,956904.96,4.0,1,29.4,3.3,2,0.07,0.0,B
SKU-2333,standard,207.99,4587,954050.13,2.0,3,10.7,2.4,3,0.132,0.0,B
SKU-0379,consumable,32.51,29253,951015.03,1.0,5,7.0,0.9,5,0.36,0.0,B
SKU-3331,standard,1246.65,760,947454.0,2.0,3,25.8,1.5,2,0.127,1.0,B
SKU-1422,standard,1264.84,749,947365.16,3.0,2,22.7,4.9,2,0.207,1.0,B
SKU-1425,consumable,31.46,30097,946851.62,2.0,3,9.2,1.6,3,0.641,0.0,B
SKU-0728,consumable,25.92,36497,946002.24,1.0,4,7.1,1.8,5,0.498,0.0,B
SKU-1894,expensive_strategic,12094.73,78,943388.94,4.0,1,34.2,9.5,2,0.088,2.0,B
SKU-3435,standard,392.61,2402,943049.22,2.0,2,9.2,3.1,2,0.22,0.0,B
SKU-3189,consumable,23.86,39521,942971.06,2.0,3,2.4,0.7,5,0.582,0.0,B
SKU-0321,standard,1376.15,685,942662.75,2.0,3,28.0,5.9,3,0.28,1.0,B
SKU-0405,expensive_strategic,44708.41,21,938876.61,4.0,2,24.6,7.2,2,0.125,1.0,B
SKU-1853,consumable,33.19,28263,938048.97,2.0,4,5.0,0.6,3,0.659,0.0,B
SKU-2539,consumable,35.21,26618,937219.78,1.0,3,6.2,1.0,4,0.598,0.0,B
SKU-0276,standard,204.44,4572,934699.68,2.0,2,18.9,5.4,2,0.228,0.0,B
SKU-0288,standard,761.3,1227,934115.1,2.0,3,14.4,6.3,3,0.232,1.0,B
SKU-2318,standard,1966.29,475,933987.75,2.0,3,23.8,5.1,3,0.213,0.0,B
SKU-0161,standard,193.52,4816,931992.32,3.0,2,7.0,6.4,3,0.315,1.0,B
SKU-2702,consumable,47.62,19560,931447.2,1.0,4,7.9,1.9,4,0.455,0.0,B
SKU-0490,consumable,21.42,43487,931491.54,2.0,3,6.5,1.9,4,0.744,0.0,B
SKU-0247,standard,289.2,3218,930645.6,3.0,3,19.3,6.2,1,0.12,0.0,B
SKU-0068,consumable,41.91,22164,928893.24,1.0,5,4.1,0.9,4,0.763,0.0,B
SKU-3206,consumable,32.45,28563,926869.35,2.0,5,8.0,1.0,4,0.783,0.0,B
SKU-0740,standard,271.37,3406,924286.22,2.0,3,29.3,5.5,2,0.297,0.0,B
SKU-2147,standard,1773.26,521,923868.46,3.0,3,14.1,2.1,2,0.133,0.0,B
SKU-1241,consumable,38.28,24123,923428.44,2.0,4,9.8,0.8,5,0.673,0.0,B
SKU-1725,standard,224.79,4107,923212.53,2.0,2,28.5,3.7,3,0.162,0.0,B
SKU-0497,standard,694.16,1329,922538.64,2.0,3,16.8,4.3,2,0.179,0.0,B
SKU-2699,consumable,20.03,46036,922101.08,2.0,5,6.2,0.8,4,0.514,0.0,B
SKU-0421,consumable,38.35,24027,921435.45,1.0,4,6.6,1.8,4,0.568,0.0,B
SKU-3125,standard,1164.78,791,921340.98,3.0,2,21.3,1.1,2,0.162,0.0,B
SKU-2084,consumable,41.06,22437,921263.22,1.0,3,5.5,1.3,5,0.663,0.0,B
SKU-1963,consumable,30.01,30675,920556.75,2.0,5,6.4,1.4,4,0.536,0.0,B
SKU-1065,standard,825.77,1114,919907.78,3.0,2,20.4,5.5,3,0.195,1.0,B
SKU-2465,standard,837.01,1097,918199.97,2.0,3,28.4,5.1,3,0.314,1.0,B
SKU-0661,standard,1039.4172661348805,1919,1994641.73,3.0,2,143.0,6.8,3,0.208,1.0,B
SKU-0785,expensive_strategic,18924.46,48,908374.08,5.0,1,27.8,7.6,3,0.052,1.0,B
SKU-0888,expensive_strategic,5534.21,164,907610.44,4.0,1,36.5,7.3,2,0.181,2.0,B
SKU-2622,consumable,44.94,20173,906574.62,1.0,5,7.4,0.8,4,0.335,0.0,B
SKU-1123,consumable,48.49,18665,905065.85,1.0,4,6.0,0.5,3,0.611,0.0,B
SKU-2160,standard,406.61,2225,904707.25,3.0,3,27.2,2.0,3,0.343,0.0,B
SKU-1198,consumable,23.76,38080,904780.8,1.0,4,6.0,1.1,4,0.693,0.0,C
SKU-2028,consumable,19.38,46640,903883.2,2.0,4,4.1,1.8,5,0.37,0.0,C
SKU-2617,standard,749.31,1206,903667.86,2.0,2,26.6,2.9,2,0.29,0.0,C
SKU-1782,consumable,49.49,18251,903241.99,1.0,3,5.1,1.5,1,0.574,0.0,C
SKU-2226,standard,284.13,3176,902396.88,3.0,2,24.1,3.0,3,0.13,0.0,C
SKU-3407,consumable,42.81,21069,901963.89,2.0,4,4.7,0.6,4,0.671,0.0,C
SKU-3056,consumable,35.09,25702,901883.18,1.0,5,6.1,0.6,3,0.552,0.0,C
SKU-3287,standard,1066.63,845,901302.35,2.0,3,17.9,2.7,2,0.171,0.0,C
SKU-1751,standard,1162.22,775,900720.5,2.0,3,93.0,7.0,2,0.147,1.0,C
SKU-3231,standard,1210.57,744,900664.08,2.0,2,17.5,1.8,3,0.254,1.0,C
SKU-0399,consumable,40.29,22322,899353.38,2.0,4,2.9,1.8,3,0.678,0.0,C
SKU-1860,standard,1459.17,616,898848.72,3.0,2,23.4,6.6,2,0.169,1.0,C
SKU-0175,standard,267.49,3358,898231.42,2.0,2,26.2,4.3,3,0.2,0.0,C
SKU-0350,standard,207.59,4326,898034.34,3.0,2,28.4,4.0,3,0.221,1.0,C
SKU-2948,standard,524.27,1712,897550.24,3.0,2,24.0,1.5,3,0.288,1.0,C
SKU-2400,standard,1597.47,561,896180.67,3.0,3,20.2,1.2,3,0.292,1.0,C
SKU-0674,standard,1287.39,693,892161.27,3.0,2,22.3,3.1,2,0.116,0.0,C
SKU-1719,consumable,23.87,37343,891377.41,2.0,5,2.7,1.8,5,0.402,0.0,C
SKU-3237,expensive_strategic,7530.23,118,888567.14,5.0,2,39.7,5.6,2,0.107,2.0,C
SKU-0076,standard,1830.53,484,885976.52,3.0,2,13.2,3.2,3,0.131,1.0,C
SKU-2049,standard,226.07,3918,885742.26,2.0,3,14.4,4.4,3,0.188,1.0,C
SKU-2277,standard,316.11,2795,883527.45,3.0,2,11.3,5.3,2,0.189,0.0,C
SKU-1224,consumable,19.9,44397,883500.3,2.0,4,3.7,2.0,5,0.409,0.0,C
SKU-1617,consumable,29.08,30334,882112.72,1.0,4,4.8,0.9,5,0.732,0.0,C
SKU-2467,standard,1287.8,684,880855.2,3.0,3,23.1,1.3,3,0.209,1.0,C
SKU-2964,consumable,27.92,31518,879982.56,2.0,3,7.7,1.9,4,0.43,0.0,C
SKU-3368,expensive_strategic,5534.89,159,880047.51,5.0,1,30.5,9.6,3,0.096,0.0,C
SKU-1147,consumable,24.75346153846154,29349,726489.34,1.0,5,9.9,0.6,4,0.477,0.0,C
SKU-1342,standard,1147.83,760,872350.8,3.0,2,26.0,6.3,3,0.165,1.0,C
SKU-1478,consumable,40.31,21615,871300.65,2.0,3,5.2,0.9,4,0.522,0.0,C
SKU-0552,consumable,46.75,18570,868147.5,1.0,4,6.0,0.6,5,0.352,0.0,C
SKU-0535,consumable,32.17,26964,867431.88,2.0,5,8.7,0.9,3,0.731,0.0,C
SKU-1886,standard,240.05,3612,867060.6,3.0,3,20.1,6.6,3,0.258,0.0,C
SKU-2836,consumable,34.69,24983,866660.27,1.0,5,8.0,1.6,4,0.389,0.0,C
SKU-2844,consumable,38.18,22691,866342.38,1.0,5,5.5,0.9,3,0.353,0.0,C
SKU-0575,consumable,25.15,34439,866140.85,2.0,4,9.2,1.5,5,0.482,0.0,C
SKU-2013,consumable,36.39,23728,863461.92,1.0,5,2.7,0.8,3,0.728,0.0,C
SKU-3416,standard,553.28,1560,863116.8,2.0,3,23.7,6.6,2,0.163,0.0,C
SKU-2188,consumable,27.72,31134,863034.48,1.0,3,7.8,1.5,4,0.597,0.0,C
SKU-1917,consumable,18.08,47716,862705.28,2.0,5,4.1,0.7,3,0.388,0.0,C
SKU-0316,standard,204.69,4201,859902.69,3.0,3,28.4,4.8,3,0.199,0.0,C
SKU-3326,consumable,17.57,48911,859366.27,1.0,4,5.1,1.0,5,0.627,0.0,C
SKU-1062,consumable,37.67,22797,858762.99,2.0,5,5.2,1.0,4,0.514,0.0,C
SKU-1775,consumable,48.38,17737,858116.06,1.0,5,3.4,1.7,5,0.364,0.0,C
SKU-3394,expensive_strategic,38972.26,22,857389.72,5.0,1,43.4,6.4,3,0.105,2.0,C
SKU-2305,consumable,44.32,19308,855730.56,1.0,3,7.7,0.6,3,0.722,0.0,C
SKU-1454,standard,424.42,2014,854781.88,3.0,2,26.5,3.3,3,0.253,1.0,C
SKU-2474,standard,1520.58,562,854565.96,3.0,2,8.1,5.0,2,0.273,0.0,C
SKU-1988,standard,690.45,1237,854086.65,2.0,2,18.8,5.9,2,0.255,1.0,C
SKU-1502,standard,493.44,1728,852664.32,3.0,3,12.2,6.3,2,0.304,0.0,C
SKU-2549,standard,693.86,1226,850672.36,3.0,2,7.5,2.6,3,0.157,1.0,C
SKU-1023,consumable,22.18,38305,849604.9,1.0,3,9.4,1.2,3,0.715,0.0,C
SKU-2452,consumable,24.84,34152,848335.68,1.0,3,5.0,1.1,5,0.341,0.0,C
SKU-2464,standard,576.16,1471,847531.36,2.0,3,7.0,3.8,2,0.228,1.0,C
SKU-2438,expensive_strategic,21729.47,39,847449.33,4.0,1,18.4,8.8,3,0.115,2.0,C
SKU-0572,consumable,22.08,38361,847010.88,1.0,4,5.5,1.6,3,0.603,0.0,C
SKU-2278,standard,458.96,1834,841732.64,3.0,2,15.4,5.8,2,0.181,1.0,C
SKU-3382,standard,263.05,3197,840970.85,2.0,2,13.1,3.8,2,0.327,0.0,C
SKU-2021,consumable,28.45,29486,838876.7,2.0,4,6.9,1.3,4,0.612,0.0,C
SKU-2799,consumable,40.27,20816,838260.32,1.0,4,4.7,0.8,4,0.405,0.0,C
SKU-1460,standard,458.34,1827,837387.18,3.0,2,19.9,5.0,2,0.197,1.0,C
SKU-2311,standard,253.54,3301,836935.54,3.0,2,25.8,6.9,3,0.193,0.0,C
SKU-0367,consumable,21.22,39411,836301.42,1.0,3,6.0,0.9,5,0.567,0.0,C
